url_id,url,page_type,category,title,priority,discovered_by,collection_status,verification_status,collected_at,notes
TONES-PROD-URL-0025,https://www.tonesfashion.com/products/olive-green-chions,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0026,https://www.tonesfashion.com/products/jute-light-blue-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0027,https://www.tonesfashion.com/products/jute-grey-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0028,https://www.tonesfashion.com/products/textured-brown-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0029,https://www.tonesfashion.com/products/double-pocket-black-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0030,https://www.tonesfashion.com/products/double-pocket-off-white-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0031,https://www.tonesfashion.com/products/dobby-burnt-orange-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0032,https://www.tonesfashion.com/products/white-bloom-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0033,https://www.tonesfashion.com/products/sage-rayon,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0034,https://www.tonesfashion.com/products/tropic-rayon,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0035,https://www.tonesfashion.com/products/marine-rayon,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0036,https://www.tonesfashion.com/products/karma-jet-black-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0037,https://www.tonesfashion.com/products/karma-white-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0038,https://www.tonesfashion.com/products/round-neck-slim-fit-tee-charcoal,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0039,https://www.tonesfashion.com/products/round-neck-slim-fit-tee-charcoal-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0040,https://www.tonesfashion.com/products/round-neck-slim-fit-tee-brown,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0041,https://www.tonesfashion.com/products/3-t-shirt-combo,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0042,https://www.tonesfashion.com/products/brown-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0043,https://www.tonesfashion.com/products/blue-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0044,https://www.tonesfashion.com/products/dark-blue-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0045,https://www.tonesfashion.com/products/grey-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0046,https://www.tonesfashion.com/products/black-flannel-double-pocket-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0047,https://www.tonesfashion.com/products/charcoal-grey-flannel-double-pocket-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0048,https://www.tonesfashion.com/products/grey-double-pocket-shacket,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0049,https://www.tonesfashion.com/products/brown-double-pocket-shacket,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0050,https://www.tonesfashion.com/products/maroon-double-pocket-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0051,https://www.tonesfashion.com/products/cream-short-kurta-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0052,https://www.tonesfashion.com/products/tusker-tails-soft-cream-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0053,https://www.tonesfashion.com/products/scenic-still-ness-butter-yellow-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0054,https://www.tonesfashion.com/products/petal-trays-teal-blue-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0055,https://www.tonesfashion.com/products/petal-trays-charcoal-green-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0056,https://www.tonesfashion.com/products/scenic-still-ness-sage-green-1,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0057,https://www.tonesfashion.com/products/grey-cargo,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0058,https://www.tonesfashion.com/products/olive-green-cargos,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0059,https://www.tonesfashion.com/products/navy-blue-courdury-shacket,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0060,https://www.tonesfashion.com/products/maroon-courdry-shacket-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0061,https://www.tonesfashion.com/products/acid-wash-muscle-tee,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0062,https://www.tonesfashion.com/products/ivory-sand-modal-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0063,https://www.tonesfashion.com/products/rustic-brown-acid-wash-t-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0064,https://www.tonesfashion.com/products/navy-blue-acid-wash-t-shirt-1,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0065,https://www.tonesfashion.com/products/navy-blue-acid-wash-t-shirt-2,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0066,https://www.tonesfashion.com/products/soft-white-satin-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0067,https://www.tonesfashion.com/products/soft-white-satin-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0068,https://www.tonesfashion.com/products/burgundy-satin-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0069,https://www.tonesfashion.com/products/navy-blue-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0070,https://www.tonesfashion.com/products/jet-black-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0071,https://www.tonesfashion.com/products/the-alpha-oversized-tee,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0072,https://www.tonesfashion.com/products/the-alpha-oversized-tee-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0073,https://www.tonesfashion.com/products/the-final-act-oversized-tee-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0074,https://www.tonesfashion.com/products/jet-black-satin-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0075,https://www.tonesfashion.com/products/mustard-gauze-cotton-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0076,https://www.tonesfashion.com/products/muted-peach-gauze-cotton-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0077,https://www.tonesfashion.com/products/deep-sage-gauze-cotton-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0078,https://www.tonesfashion.com/products/deep-sage-gauze-cotton-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0079,https://www.tonesfashion.com/products/blue-oxford-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0080,https://www.tonesfashion.com/products/yellow-oxford-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0081,https://www.tonesfashion.com/products/pink-oxford-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-COL-0001,https://www.tonesfashion.com/collections/above-1000,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0010,https://www.tonesfashion.com/collections/box-fit-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0011,https://www.tonesfashion.com/collections/breeze-and-ease-1,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0012,https://www.tonesfashion.com/collections/cargos,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0013,https://www.tonesfashion.com/collections/casuals,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0014,https://www.tonesfashion.com/collections/checks-style,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0015,https://www.tonesfashion.com/collections/chinos,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0016,https://www.tonesfashion.com/collections/christmas-sale,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0017,https://www.tonesfashion.com/collections/combo-offer,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0018,https://www.tonesfashion.com/collections/combo-tshirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0019,https://www.tonesfashion.com/collections/combos,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0020,https://www.tonesfashion.com/collections/corduroy-check-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0021,https://www.tonesfashion.com/collections/courage,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0022,https://www.tonesfashion.com/collections/crochet-stripes-shirt,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0023,https://www.tonesfashion.com/collections/daily-home-tees,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0024,https://www.tonesfashion.com/collections/daily-tees,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0025,https://www.tonesfashion.com/collections/denim-jeans,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0026,https://www.tonesfashion.com/collections/denim-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0027,https://www.tonesfashion.com/collections/designer-wear,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0028,https://www.tonesfashion.com/collections/diwali-sale,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0029,https://www.tonesfashion.com/collections/double-pocket-flannels,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0030,https://www.tonesfashion.com/collections/drip-sweatshirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0031,https://www.tonesfashion.com/collections/dussehra-collection,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0032,https://www.tonesfashion.com/collections/dussehra24,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0033,https://www.tonesfashion.com/collections/dusshera23,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0034,https://www.tonesfashion.com/collections/fast-moving,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0035,https://www.tonesfashion.com/collections/festive-patterns,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0036,https://www.tonesfashion.com/collections/flash-sale,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0037,https://www.tonesfashion.com/collections/frontpage,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0038,https://www.tonesfashion.com/collections/henley,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0039,https://www.tonesfashion.com/collections/hoodies,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0040,https://www.tonesfashion.com/collections/in-stock,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0041,https://www.tonesfashion.com/collections/jeans,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0042,https://www.tonesfashion.com/collections/key-chain,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0043,https://www.tonesfashion.com/collections/kurtas,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0044,https://www.tonesfashion.com/collections/laidback-classics,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0045,https://www.tonesfashion.com/collections/limited-addition,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0046,https://www.tonesfashion.com/collections/limited-edition-shirtee,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0047,https://www.tonesfashion.com/collections/linen-edit-short-kurtas,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0048,https://www.tonesfashion.com/collections/linen-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0049,https://www.tonesfashion.com/collections/luxury,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0050,https://www.tonesfashion.com/collections/masculine-checks,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0051,https://www.tonesfashion.com/collections/modal-shirts,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
TONES-COL-0052,https://www.tonesfashion.com/collections/monsoon-patterns,COLLECTION,Collection,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Collection URL discovered from official Shopify collection sitemap
